id_1	title_1	id_2	title_2	judgement
temp_8981	גערטרוד וויניק	yt/lex/V/vinik-gertrude.htm	Gertrude Vinik	True
temp_9171	זעליג זאַבּאָלינסקי	yt/lex/Z/zabolinski-zelig.htm	Zelig Zabolinski	True
temp_9271	דוב זאוואדזקי	moyt/lex/Z/zawadzki-dov-V5.htm	Dov Zawadzki	True
temp_9511	זאַרין (?)	moyt/lex/Z/zorin-V5.htm	[?] Zorin	True
temp_9701	בּעני זיידמאַן	yt/lex/Z/zeidman-bennie.htm	Bennie Zeidman	True
temp_9821	גרשון זייקין	yt/lex/Z/zeykin-gershon.htm	Gershon Zeykin	True
temp_10051	עני זימאן	yt/lex/Z/ziman-annie.htm	Annie Ziman	True
temp_10141	פישל זינגער	yt/lex/S/singer-fishel.htm	Fishel Singer	True
temp_10821	כאנע טייטש	moyt/lex/T/teitsh-chana-V5.htm	Chana Teitsh	True
temp_10911	מענדעל טעפּליצקי	yt/lex/T/teplitzky-mendel.htm	Mendel Teplitzky	True
temp_11021	שמעון טרייבוש	yt/lex/T/treibush-shimen.htm	Shimen Treibush	True
temp_11421	בּ. יאַנפּאָלסקי	yt/lex/Y/yanpolski-b.htm	B. Yanpolski	True
temp_11611	יהואש	yt/lex/Y/yehoash.htm	Yehoash	True
temp_12151	יצחק לאַטאָוויטש	yt/lex/L/latovitsh-itzhak.htm	Itzhak Latovitsh	True
temp_12341	הערי לאַנדמאַן	yt/lex/L/landman-harry.htm	Harry Landman	True
temp_12351	זילע לאַנדסמאַן	yt/lex/L/landsman-zila.htm	Zila Landsman	True
temp_12411	מאַקס לאַסקי	yt/lex/L/lasky-max.htm	Max Lasky	True
temp_12441	יצחק לאַקס	yt/lex/L/laks-itzhak.htm	Itzhak Laks	True
temp_12581	פעני לוּבּריצקי	yt/lex/L/lubritsky-fannie.htm	Fannie Lubritsky	True
temp_12591	סעם לוּדוויק	yt/lex/L/ludvik-sam.htm	Sam Ludvik	True
temp_12611	עפראים לויטער	yt/lex/L/loyter-efraim.htm	Efraim Loyter	True
temp_12631	לופט	moyt/lex/L/luft-V5.htm	Luft	True
temp_12701	זעליג ליבגאָלד	yt/lex/L/liebgold-zelig.htm	Zelig Liebgold	True
temp_12711	לעאָן ליבגאָלד	yt/lex/L/liebgold-leon.htm	Leon Liebgold	True
temp_13081	סידני ליכט	yt/lex/L/licht-sidney.htm	Sidney Licht	True
temp_13101	משה ליכטענשטיין	yt/lex/L/lichtenstein-moshe.htm	Moshe Lichtenstein	True
temp_13111	לילי ליליאַנאַ	yt/lex/L/lilliana-lilly.htm	Lilly Lilliana	True
temp_13151	לילית	moyt/lex/L/lilit-V5.htm	Lilit	True
temp_13221	לינעצקי	yt/lex/L/linetsky.htm	Linetsky	True
temp_13241	מאַלקע ליסאַק	yt/lex/L/lisak-malka.htm	Malka Lisak	True
temp_13271	נחוּם ליפּאָווסקי	yt/lex/L/lipovski-nakhum.htm	Nakhum Lipovski	True
temp_13351	ליפּשיץ	moyt/lex/L/lifshits-V5.htm	Lifshits	True
temp_13361	האָדע ליפּשיץ	yt/lex/L/lifshits-hoda.htm	Hoda Lifshits	True
temp_13371	יחזקאל ליפּשיץ	yt/lex/L/lipshitz-yekhezkel-dr.htm	Yekhezkel Lipshitz	True
temp_13381	יצחק ליפּשיץ	yt/lex/L/lipshitz-itzhak.htm	Itzhak Lipshitz	True
temp_13501	זיגמונט לעוו	yt/lex/L/lev-zygmunt.htm	Zygmunt Lev	True
temp_13521	זשעני לעוויטאַס	yt/lex/L/levitas-jennie.htm	Jennie Levitas	True
temp_13761	לייבוש לענסקי	yt/lex/L/lensky-leibush.htm	Leibush Lensky	True
temp_13961	מאָגילניצקי	yt/lex/M/mogilnitski.htm	Mogilnitski	True
temp_14101	פיליפּ מאַלץ	yt/lex/M/maltz-philip.htm	Philip Maltz	True
temp_14311	מאַפּו	moyt/lex/M/mapu-V5.htm	Mapu	True
temp_14661	יודל מוט	moyt/lex/M/mutt-yudl-V5.htm	Yudl Mutt	True
temp_14771	לייזער מיטניק	yt/lex/M/mitnick-leiser.htm	Leiser Mitnick	True
temp_14991	זקן מיליך	yt/lex/M/milikh-zokn.htm	Zokn Milikh	True
temp_15941	יצחק ניימאַן	yt/lex/N/neyman-itzhak.htm	Itzhak Neyman	True
temp_16171	ליזאַ סאַלמאַן	yt/lex/S/salman-lisa.htm	Lisa Salman	True
temp_16431	העריס סטאַמבּולקא	yt/lex/S/stambulka-harris.htm	Harris Stambulka	True
temp_16481	צילע סטראַשון	moyt/lex/S/strashun-tsili-V5.htm	Tsili Strashun	True
temp_16491	יוסף סטרוּגאטש	yt/lex/S/strugatsh-yosef.htm	Yosef Strugatsh	True
temp_16621	שלום סימאָוויטש	yt/lex/S/simovitsh-sholem.htm	Sholem Simovitsh	True
temp_16721	לידאַ סלאַוואַ-ליס	yt/lex/S/slava-lis-lyda.htm	Lyda Slava-Lis	True
temp_16731	פאַניאַ סלאַווינא	moyt/lex/S/slavina-fanya-V5.htm	Fanya Slavina	True
